9.92,4.47,5.34
9.87,3.75,4.65
9.87,3.02,3.93
9.67,2.26,3.18
-9.28,-9.82,-9.95
-10.07,-9.79,-10.00
-11.11,-9.70,-9.98
-12.00,-9.55,-9.90
-12.55,-9.34,-9.75
-13.34,-9.07,-9.55
-13.89,-8.74,-9.28
-14.43,-8.35,-8.95
-14.73,-7.91,-8.57
-15.23,-7.42,-8.13
-15.58,-6.88,-7.63
-15.87,-6.30,-7.09
-16.07,-5.68,-6.51
-16.12,-5.02,-5.88
-16.22,-4.33,-5.22
-16.17,-3.62,-4.52
-16.12,-2.88,-3.79
-15.97,-2.12,-3.04
-15.82,-1.34,-2.27
-15.48,-0.56,-1.48
-15.13,0.22,-0.69
-14.68,1.01,0.11
-14.34,1.78,0.91
-13.74,2.55,1.70
-13.19,3.30,2.49
-12.40,4.03,3.25
-11.95,4.73,4.00
-11.01,5.40,4.72
-9.97,6.04,5.41
-9.18,6.64,6.06
-8.28,7.20,6.68
-7.34,7.71,7.25
-6.35,8.17,7.78
-5.36,8.58,8.26
-4.37,8.93,8.68
-3.27,9.23,9.05
-1.88,9.47,9.36
0.84,9.64,9.61
1.84,9.76,9.80
2.88,9.81,9.93
3.87,9.80,9.99
4.81,9.73,9.99
5.75,9.60,9.93
6.80,9.40,9.80
7.59,9.15,9.61
8.23,8.83,9.36
8.93,8.46,9.05
9.52,8.04,8.68
9.92,7.56,8.25
10.37,7.03,7.77
10.66,6.46,7.24
10.91,5.85,6.67
11.11,5.20,6.05
11.21,4.52,5.40
11.16,3.81,4.71
11.11,3.08,3.99
10.96,2.32,3.24
10.76,1.55,2.48
10.47,0.77,1.69
10.12,-0.01,0.90
9.67,-0.80,0.10
9.23,-1.58,-0.70
8.63,-2.34,-1.49
7.99,-3.10,-2.28
7.29,-3.83,-3.05
6.50,-4.54,-3.80
5.65,-5.22,-4.53
4.76,-5.87,-5.22
3.87,-6.48,-5.89
2.93,-7.05,-6.52
1.98,-7.57,-7.10
1.04,-8.05,-7.64
0.10,-8.47,-8.13
-2.98,-8.84,-8.57
-4.02,-9.15,-8.96
-5.01,-9.41,-9.28
-5.95,-9.60,-9.55
-7.04,-9.73,-9.76
-8.04,-9.80,-9.90
-9.03,-9.81,-9.98
-9.87,-9.76,-10.00
-10.91,-9.64,-9.95
-11.90,-9.46,-9.84
-12.40,-9.22,-9.67
-13.19,-8.92,-9.43
-13.79,-8.57,-9.14
-14.34,-8.16,-8.78
-14.68,-7.69,-8.37
-15.13,-7.18,-7.91
-15.48,-6.62,-7.39
-15.82,-6.02,-6.83
-15.97,-5.38,-6.22
-16.12,-4.71,-5.58
-16.12,-4.01,-4.90
-16.12,-3.28,-4.19
-16.02,-2.53,-3.45
-15.92,-1.76,-2.69
-15.67,-0.98,-1.91
-15.33,-0.20,-1.12
-14.93,0.58,-0.32
-14.58,1.37,0.48
-14.09,2.14,1.28
-13.59,2.90,2.07
-13.00,3.64,2.84
-12.20,4.35,3.60
-11.86,5.04,4.33
-10.76,5.70,5.04
-9.77,6.32,5.71
-8.88,6.90,6.35
-8.09,7.44,6.95
-7.14,7.93,7.50
-6.10,8.36,8.01
-5.11,8.75,8.46
-4.12,9.08,8.86
-2.93,9.35,9.20
0.30,9.56,9.48
1.19,9.70,9.71
2.18,9.79,9.87
3.22,9.82,9.97
4.27,9.78,10.00
5.16,9.68,9.97
6.25,9.51,9.88
7.24,9.29,9.72
7.94,9.01,9.50
8.68,8.67,9.22
9.33,8.27,8.88
9.92,7.82,8.49
10.47,7.32,8.04
10.81,6.78,7.54
11.16,6.19,6.99
11.41,5.56,6.39
11.56,4.89,5.76
11.71,4.20,5.09
11.66,3.48,4.38
11.56,2.73,3.65
11.46,1.97,2.89
11.16,1.19,2.12
10.86,0.41,1.33
10.52,-0.37,0.53
10.07,-1.16,-0.27
9.47,-1.93,-1.06
8.93,-2.69,-1.85
8.28,-3.44,-2.63
7.59,-4.16,-3.40
6.85,-4.86,-4.14
5.90,-5.53,-4.85
4.96,-6.16,-5.53
4.07,-6.75,-6.18
3.12,-7.30,-6.79
2.13,-7.80,-7.36
1.14,-8.25,-7.87
0.20,-8.65,-8.34
-2.88,-8.99,-8.76
-3.82,-9.28,-9.11
-4.91,-9.50,-9.41
-5.85,-9.67,-9.65
-6.80,-9.77,-9.83
-7.84,-9.82,-9.95
-8.73,-9.79,-10.00
-9.62,-9.71,-9.98
-10.42,-9.56,-9.91
-11.46,-9.36,-9.77
-12.20,-9.09,-9.57
-12.85,-8.76,-9.30
-13.49,-8.38,-8.98
-13.99,-7.95,-8.60
-14.43,-7.46,-8.16
-14.78,-6.93,-7.68
-15.08,-6.35,-7.14
-15.33,-5.73,-6.56
-15.48,-5.08,-5.93
-15.58,-4.39,-5.27
-15.63,-3.67,-4.57
-15.53,-2.93,-3.85
-15.38,-2.18,-3.10
-15.23,-1.40,-2.33
-14.98,-0.62,-1.54
-14.68,0.16,-0.75
-14.38,0.94,0.05
-13.94,1.72,0.85
-13.49,2.49,1.64
-12.80,3.24,2.43
-12.20,3.97,3.19
-11.51,4.68,3.94
-10.57,5.35,4.66
-9.77,5.99,5.35
-8.78,6.59,6.01
-7.94,7.15,6.63
-6.99,7.67,7.21
-6.05,8.13,7.74
-5.11,8.55,8.22
-4.02,8.91,8.65
-3.08,9.21,9.02
-1.79,9.45,9.34
0.99,9.63,9.59
1.93,9.75,9.79
2.93,9.81,9.92
3.87,9.81,9.99
4.81,9.74,9.99
5.70,9.61,9.93
6.70,9.42,9.81
7.44,9.17,9.63
8.09,8.86,9.38
8.68,8.49,9.07
9.28,8.07,8.71
9.72,7.60,8.29
10.07,7.08,7.81
10.42,6.51,7.29
10.66,5.90,6.72
10.76,5.26,6.10
10.81,4.58,5.45
10.81,3.87,4.76
10.71,3.14,4.05
10.57,2.38,3.30
10.37,1.61,2.54
10.07,0.84,1.76
9.72,0.05,0.96
9.28,-0.73,0.17
8.73,-1.51,-0.63
8.23,-2.28,-1.43
7.64,-3.04,-2.22
6.94,-3.78,-2.99
6.10,-4.49,-3.74
5.21,-5.17,-4.47
4.41,-5.82,-5.17
3.52,-6.43,-5.84
2.58,-7.01,-6.47
1.64,-7.53,-7.06
0.64,-8.01,-7.60
-2.08,-8.44,-8.10
