-6.15,-9.72,-9.84
-6.70,-9.77,-9.93
-7.19,-9.77,-9.98
-7.59,-9.74,-10.00
-9.03,-9.40,-9.81
-9.33,-9.23,-9.67
-9.62,-9.02,-9.50
-9.87,-8.77,-9.30
-10.02,-8.50,-9.06
-10.17,-8.20,-8.79
-10.32,-7.86,-8.49
-10.37,-7.50,-8.15
-10.47,-7.11,-7.79
-10.52,-6.69,-7.40
-10.57,-6.26,-6.99
-10.52,-5.79,-6.55
-10.47,-5.31,-6.08
-10.32,-4.81,-5.59
-10.27,-4.29,-5.09
-10.12,-3.76,-4.56
-9.97,-3.21,-4.02
-9.82,-2.65,-3.46
-9.62,-2.08,-2.89
-9.33,-1.50,-2.31
-8.98,-0.92,-1.73
-8.63,-0.34,-1.13
-8.23,0.25,-0.54
-7.74,0.83,0.06
-7.29,1.42,0.66
-6.75,1.99,1.26
-6.15,2.56,1.85
-5.56,3.12,2.44
-4.86,3.67,3.02
-4.22,4.21,3.58
-3.47,4.73,4.14
-2.83,5.24,4.67
0.05,5.72,5.20
0.79,6.19,5.70
1.54,6.63,6.18
2.28,7.05,6.64
3.08,7.44,7.08
3.97,7.81,7.49
4.76,8.15,7.87
5.61,8.46,8.23
6.50,8.73,8.55
7.39,8.98,8.85
8.18,9.20,9.11
8.98,9.38,9.34
9.67,9.53,9.54
10.42,9.64,9.70
11.06,9.72,9.83
11.71,9.76,9.92
12.35,9.77,9.98
13.05,9.75,10.00
13.54,9.68,9.98
14.04,9.59,9.93
14.53,9.46,9.85
14.88,9.29,9.72
15.28,9.10,9.57
15.58,8.86,9.37
15.77,8.60,9.15
15.97,8.31,8.89
16.12,7.98,8.60
16.22,7.63,8.28
16.27,7.25,7.93
16.22,6.85,7.55
16.27,6.42,7.14
16.17,5.96,6.71
16.02,5.49,6.25
15.82,4.99,5.77
15.67,4.48,5.27
15.43,3.95,4.75
15.13,3.41,4.22
14.78,2.85,3.66
14.38,2.29,3.10
13.99,1.71,2.52
13.54,1.13,1.94
13.05,0.55,1.35
12.45,-0.04,0.75
11.86,-0.62,0.15
11.26,-1.21,-0.45
10.66,-1.79,-1.05
10.02,-2.36,-1.64
9.38,-2.92,-2.23
8.68,-3.48,-2.81
8.04,-4.02,-3.38
7.24,-4.55,-3.94
6.40,-5.06,-4.48
5.65,-5.55,-5.01
4.86,-6.02,-5.52
4.07,-6.47,-6.01
3.27,-6.90,-6.48
2.53,-7.30,-6.92
1.79,-7.68,-7.34
1.09,-8.03,-7.74
0.35,-8.35,-8.10
-1.93,-8.64,-8.44
-3.08,-8.90,-8.75
-3.72,-9.12,-9.02
-4.46,-9.32,-9.26
-5.11,-9.48,-9.47
-5.75,-9.60,-9.65
-6.30,-9.69,-9.79
-6.85,-9.75,-9.89
-7.34,-9.77,-9.96
-7.84,-9.76,-10.00
-8.23,-9.71,-9.99
-8.48,-9.63,-9.96
-8.93,-9.51,-9.88
-9.23,-9.36,-9.77
-9.42,-9.17,-9.63
-9.72,-8.95,-9.45
-9.82,-8.70,-9.23
-9.97,-8.42,-8.99
-10.02,-8.10,-8.71
-10.07,-7.76,-8.40
-10.02,-7.39,-8.06
-10.12,-7.00,-7.69
-10.02,-6.57,-7.29
-9.97,-6.13,-6.87
-9.82,-5.66,-6.42
-9.67,-5.17,-5.95
-9.47,-4.67,-5.45
-9.23,-4.14,-4.94
-8.93,-3.60,-4.41
-8.68,-3.05,-3.86
-8.38,-2.49,-3.30
-7.94,-1.92,-2.73
-7.54,-1.34,-2.15
-7.09,-0.76,-1.56
-6.65,-0.17,-0.97
-6.10,0.41,-0.37
-5.56,1.00,0.23
-5.01,1.58,0.83
-4.41,2.15,1.43
-3.72,2.72,2.02
-3.08,3.28,2.60
-2.48,3.83,3.18
0.35,4.36,3.74
1.04,4.88,4.29
1.79,5.37,4.82
2.48,5.85,5.34
3.27,6.31,5.84
4.12,6.75,6.31
4.91,7.16,6.77
5.75,7.55,7.20
6.75,7.91,7.60
7.54,8.24,7.98
8.28,8.54,8.32
9.08,8.81,8.64
9.87,9.04,8.93
10.57,9.25,9.18
11.26,9.42,9.40
11.95,9.56,9.59
12.55,9.67,9.74
13.24,9.74,9.86
13.84,9.77,9.94
14.34,9.77,9.99
14.83,9.73,10.00
15.28,9.66,9.97
15.63,9.56,9.91
15.97,9.42,9.82
16.27,9.24,9.68
16.52,9.03,9.52
16.77,8.79,9.31
16.91,8.52,9.08
17.06,8.22,8.81
17.16,7.89,8.51
17.26,7.53,8.18
17.26,7.14,7.82
17.21,6.73,7.44
17.11,6.29,7.02
17.06,5.83,6.58
16.91,5.35,6.12
16.67,4.85,5.63
16.47,4.33,5.13
16.22,3.80,4.60
15.92,3.25,4.06
15.58,2.69,3.51
15.18,2.13,2.94
14.78,1.55,2.36
14.29,0.97,1.77
13.79,0.38,1.18
13.24,-0.20,0.58
12.55,-0.79,-0.02
11.90,-1.37,-0.62
11.31,-1.95,-1.21
10.62,-2.52,-1.81
9.92,-3.08,-2.39
9.23,-3.63,-2.97
8.48,-4.17,-3.54
7.79,-4.69,-4.09
7.04,-5.20,-4.63
6.15,-5.68,-5.16
5.31,-6.15,-5.66
4.56,-6.59,-6.14
3.77,-7.02,-6.61
2.98,-7.41,-7.04
2.18,-7.78,-7.46
1.44,-8.12,-7.84
0.69,-8.43,-8.20
0.05,-8.71,-8.53
-2.83,-8.96,-8.83
-3.52,-9.18,-9.09
-4.22,-9.36,-9.33
-4.81,-9.52,-9.53
-5.46,-9.63,-9.69
-6.00,-9.71,-9.82
-6.60,-9.76,-9.92
-7.14,-9.77,-9.98
-7.69,-9.75,-10.00
-8.13,-9.69,-9.99
-8.53,-9.60,-9.94
-8.93,-9.47,-9.85
-9.33,-9.31,-9.73
-9.62,-9.11,-9.58
-9.82,-8.88,-9.39
-10.02,-8.62,-9.17
-10.22,-8.33,-8.91
-10.32,-8.01,-8.62
-10.47,-7.66,-8.30
-10.57,-7.28,-7.96
-10.62,-6.88,-7.58
-10.66,-6.45,-7.17
-10.66,-6.00,-6.74
-10.52,-5.53,-6.29
-10.37,-5.03,-5.81
-10.27,-4.52,-5.31
-10.12,-3.99,-4.79
-9.97,-3.45,-4.26
-9.82,-2.90,-3.71
-9.52,-2.33,-3.15
-9.23,-1.76,-2.57
-8.88,-1.18,-1.99
-8.53,-0.60,-1.39
-8.13,-0.01,-0.80
-7.69,0.58,-0.20
-7.14,1.16,0.40
-6.60,1.74,1.00
-6.05,2.31,1.59
-5.46,2.88,2.18
-4.81,3.43,2.76
-4.17,3.98,3.34
-3.42,4.51,3.89
-2.73,5.02,4.44
0.15,5.51,4.97
0.79,5.99,5.48
1.59,6.44,5.97
2.33,6.87,6.44
3.17,7.27,6.89
4.02,7.65,7.31
4.76,8.00,7.71
5.65,8.32,8.08
6.60,8.62,8.42
7.49,8.88,8.72
8.23,9.11,9.00
9.03,9.30,9.25
9.77,9.47,9.46
10.47,9.59,9.64
11.11,9.69,9.78
11.76,9.75,9.89
12.45,9.77,9.96
13.10,9.76,10.00
13.64,9.72,10.00
14.19,9.64,9.96
14.53,9.52,9.89
15.03,9.37,9.78
15.33,9.19,9.64
15.58,8.97,9.46
15.82,8.72,9.25
16.07,8.44,9.01
16.12,8.13,8.73
16.27,7.79,8.42
16.32,7.42,8.08
16.32,7.03,7.72
16.27,6.61,7.32
16.27,6.16,6.90
16.12,5.70,6.45
15.97,5.21,5.98
15.77,4.71,5.49
15.58,4.19,4.98
15.23,3.65,4.45
14.98,3.10,3.91
14.53,2.54,3.35
14.14,1.97,2.78
13.64,1.39,2.20
13.14,0.81,1.61
12.55,0.22,1.01
11.90,-0.37,0.42
11.31,-0.95,-0.19
